,Артикул,Бренд,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Цветность,Чистота,Огранка,Тип вставки 2,Форма вставки 2,Количество 2,Цвет 2,Вес 2,Цветность 2,Чистота 2,Огранка 2,Цена со скидкой,Цена без скидки,Номер страницы,Ширина кольца,Ширина,Высота,Длина,Размеры вставки,Коллекция,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Цветность 3,Чистота 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 2,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 3,Размеры вставки 4,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Огранка 3,Цветность 4,Чистота 4,Огранка 4,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14,Цветность 5,Чистота 5,Цветность 6,Чистота 6,Цветность 7,Чистота 7,Огранка 5,Цветность 8,Чистота 8,Цветность 9,Чистота 9,Цветность 10,Чистота 10
8255,1012640,SOKOLOV,Для женщин,3.59 г,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.15 карат,3.0,6.0,,Бриллиант (природный),Круг,10 шт,Бесцветный,0.08 карат,2.0,3.0,,112500,249990,119,2 мм,,,,,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.047 карат,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,1114052-05,SOKOLOV,Для женщин,2.82 г,Комбинированное золото,585.0,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.021 карат,3.0,6.0,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.004 карат,2.0,3.0,,54000,119990,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,37714843,SOKOLOV,Для женщин,1.83 г,Красное золото,375.0,,Корунд,Груша,1 шт,Синий,0.184 карат,,,,Корунд,Груша,4 шт,Синий,0.905 карат,,,,13500,29990,119,,,,,4 мм * 3 мм,,Корунд,Круг,2 шт,Синий,0.09 карат,,,Корунд,Маркиз,1 шт,Синий,0.16 карат,5 мм * 3 мм,Корунд,Маркиз,3 шт,Синий,0.251 карат,2 мм,"5 мм * 2, 5 мм",4 мм * 2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,71-00029-3,SOKOLOV,Для женщин,1.19 г,Белое золото,585.0,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.022 карат,2.0,3.0,,Лондон топаз,Овал,1 шт,Голубой,0.494 карат,,,,18900,62990,119,1 мм,6 мм,3 мм,,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,714209,SOKOLOV,Для женщин,2.5 г,Красное золото,585.0,Родирование,Раухтопаз,Груша,1 шт,Коричневый,2.581 карат,,,,Фианит,Круг,10 шт,Коричневый,0.086 карат,,,,28350,62990,119,,,,,12 мм * 8 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,714251,SOKOLOV,Для женщин,3.97 г,Красное золото,585.0,Родирование,Раухтопаз,Овал,1 шт,Коричневый,4.21 карат,,,,Фианит,Круг,11 шт,Бесцветный,0.094 карат,,,,39600,87990,119,,,,,12 мм * 10 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261,714299,SOKOLOV,Для женщин,2.96 г,Красное золото,585.0,,Раухтопаз,Груша,12 шт,Коричневый,3.484 карат,,,,,,,,,,,,35100,77990,119,,,,,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8262,715739-3,SOKOLOV,Для мужчин,3.78 г,Белое золото,585.0,Родирование,Корунд,Октагон,1 шт,Синий,1.871 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,42750,94990,119,2 мм,9 мм,5 мм,6 мм,8 мм * 6 мм,,,,,,,,,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8263,715841,SOKOLOV,Для женщин,2.3 г,Красное золото,585.0,Родирование,Гидротермальный изумруд (синт.),Груша,1 шт,Зелёный,0.757 карат,,,,Гидротермальный изумруд (синт.),Маркиз,1 шт,Зелёный,0.201 карат,,,,28350,62990,119,,,,,8 мм * 5 мм,,Гидротермальный изумруд (синт.),Маркиз,1 шт,Зелёный,0.12 карат,,,Фианит,Круг,4 шт,Бесцветный,0.066 карат,6 мм * 3 мм,Фианит,Круг,8 шт,Бесцветный,0.068 карат,"5 мм * 2, 5 мм","1, 25 мм",1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8264,715913-2,SOKOLOV,Для женщин,0.96 г,Жёлтое золото,585.0,,Родолит,Круг,1 шт,Розовый,0.088 карат,,,,Топаз,Круг,1 шт,Голубой,0.084 карат,,,,10350,22990,119,,,,,"2, 5 мм",,Цитрин,Круг,2 шт,Жёлтый,0.12 карат,,,,,,,,"2, 5 мм",,,,,,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,716211,SOKOLOV,Для женщин,1.91 г,Красное золото,585.0,,Гранат,Маркиз,3 шт,Красный,0.538 карат,,,,,,,,,,,,23850,52990,119,,,,,"5 мм * 2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8266,716454-2,SOKOLOV,Для женщин,1.9 г,Жёлтое золото,585.0,Родирование,Корунд,Маркиз,1 шт,Синий,0.628 карат,,,,Фианит,Круг,1 шт,Бесцветный,0.017 карат,,,,27000,59990,119,,,,,8 мм * 4 мм,,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,Фианит,Круг,6 шт,Голубой,0.053 карат,"1, 25 мм",Фианит,Круг,1 шт,Зелёный,0.009 карат,1 мм,1 мм,"1, 25 мм",Фианит,Круг,5 шт,Зелёный,0.025 карат,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8267,716650,SOKOLOV,Для женщин,1.3 г,Красное золото,585.0,,Лондон топаз,Круг,1 шт,Голубой,0.309 карат,,,,,,,,,,,,17100,37990,119,2 мм,4 мм,3 мм,7 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8268,716825,SOKOLOV,Для женщин,1.51 г,Красное золото,585.0,Родирование,Топаз,Овал,1 шт,Голубой,0.916 карат,,,,Фианит,Круг,12 шт,Бесцветный,0.102 карат,,,,15750,34990,119,1 мм,7 мм,5 мм,5 мм,7 мм * 5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8269,8010060,SOKOLOV,Для женщин,2.71 г,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.021 карат,3.0,6.0,,Жемчуг натуральный,Круг,1 шт,Белый,3.955 карат,,,,38250,84990,119,2 мм,8 мм,9 мм,14 мм,"8 мм * 8, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8270,94014160,SOKOLOV,Для женщин,1.44 г,Родированное серебро,925.0,Родирование,Без вставок,,,,,,,,,,,,,,,,1710,3790,119,2 мм,3 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8271,012426-4,SOKOLOV,Для мужчин,2.23 г,Красное золото,375.0,Алмазная грань,Без вставок,,,,,,,,,,,,,,,,15750,34990,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8272,014024,SOKOLOV,Для мужчин,3.38 г,Красное золото,585.0,Алмазная грань,Без вставок,,,,,,,,,,,,,,,,41850,92990,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8273,015072-4,SOKOLOV,Для мужчин,5.01 г,Красное золото,375.0,"Родирование,  Эмаль",Фианит,Круг,8 шт,Бесцветный,0.068 карат,,,,Эмаль,,1 шт,,0.48 карат,,,,44100,97990,119,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8274,016891-4,SOKOLOV,Для женщин,0.75 г,Красное золото,375.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.201 карат,,,,,,,,,,,,6520,14490,119,,,,,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8275,017130,SOKOLOV,Для женщин,0.65 г,Красное золото,585.0,Родирование,Фианит,Круг,10 шт,Бесцветный,0.085 карат,,,,,,,,,,,,8550,18990,119,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276,017185-3,SOKOLOV,Для женщин,1.06 г,Белое золото,585.0,Родирование,Фианит,Круг,19 шт,Бесцветный,0.162 карат,,,,,,,,,,,,14850,32990,119,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8277,017224-2,SOKOLOV,Для женщин,1.75 г,Жёлтое золото,585.0,Родирование,Фианит,Круг,3 шт,Бесцветный,0.367 карат,,,,,,,,,,,,19350,42990,119,,,,,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278,017288-3,SOKOLOV,Для женщин,1.09 г,Белое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.201 карат,,,,,,,,,,,,13500,29990,119,,,,,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8279,017413-4,SOKOLOV,Для женщин,1 г,Красное золото,375.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.066 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,9450,20990,119,,,,,2 мм,,Фианит,Круг,2 шт,Бесцветный,0.033 карат,,,Фианит,Круг,19 шт,Бесцветный,0.162 карат,"1, 5 мм",,,,,,"1, 25 мм",1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280,018106,SOKOLOV,Для женщин,1.56 г,Красное золото,585.0,Родирование,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,Фианит,Круг,4 шт,Бесцветный,0.066 карат,,,,15750,34990,119,2 мм,7 мм,2 мм,17 мм,"1, 5 мм",,Фианит,Круг,17 шт,Бесцветный,0.145 карат,,,,,,,,"1, 25 мм",,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8281,018116-4,SOKOLOV,Для женщин,1.58 г,Красное золото,375.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.297 карат,,,,Фианит,Круг,26 шт,Бесцветный,0.221 карат,,,,11700,25990,119,,,,,"3, 5 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8282,018262,SOKOLOV,Для женщин,2.43 г,Красное золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.618 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.401 карат,,,,26100,57990,119,3 мм,7 мм,5 мм,11 мм,"4, 5 мм",,,,,,,,,,,,,,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8283,018336-3,SOKOLOV,Для женщин,2.39 г,Белое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,1.101 карат,,,,Фианит,Круг,21 шт,Бесцветный,0.179 карат,,,,26100,57990,119,2 мм,6 мм,4 мм,7 мм,"5, 5 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8284,018376,SOKOLOV,Для женщин,3.25 г,Красное золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.901 карат,,,,32850,72990,119,,,,,5 мм,,,,,,,,,,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8285,018474-4,SOKOLOV,Для женщин,2.4 г,Красное золото,375.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.131 карат,,,,17100,37990,119,,,,,4 мм,,,,,,,,,,,,,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8286,018492-4,SOKOLOV,Для женщин,1.66 г,Красное золото,375.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.201 карат,,,,Фианит,Круг,28 шт,Бесцветный,0.238 карат,,,,13050,28990,119,,,,,3 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8287,018743-2,SOKOLOV,Для женщин,1.38 г,Жёлтое золото,585.0,Родирование,Фианит,Круг,18 шт,Бесцветный,0.153 карат,,,,,,,,,,,,15750,34990,119,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8288,018791-3,SOKOLOV,Для женщин,1.37 г,Белое золото,585.0,,Без вставок,,,,,,,,,,,,,,,,17100,37990,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,018868-4,SOKOLOV,Для женщин,0.67 г,Красное золото,375.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.122 карат,,,,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,,5620,12490,119,1 мм,3 мм,3 мм,,"2, 5 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,018975-2,SOKOLOV,Для женщин,2.03 г,Жёлтое золото,585.0,Родирование,Фианит,Круг,18 шт,Бесцветный,0.153 карат,,,,,,,,,,,,22500,49990,119,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,018977-3,SOKOLOV,Для женщин,1.2 г,Белое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.017 карат,,,,15750,34990,119,1 мм,5 мм,3 мм,5 мм,4 мм,,Фианит,Круг,2 шт,Бесцветный,0.086 карат,,,,,,,,1 мм,,,,,,"1, 75 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,019110-3,SOKOLOV,Для женщин,1.63 г,Белое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,1.101 карат,,,,,,,,,,,,15600,77990,119,,,,,"5, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,019118-3,SOKOLOV,Для женщин,1.11 г,Белое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,13500,29990,119,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,019184-2,SOKOLOV,Для женщин,2.46 г,Жёлтое золото,585.0,,Без вставок,,,,,,,,,,,,,,,,31500,69990,119,3 мм,10 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,12.71.00.01.10.0001.3,SOKOLOV,Для мужчин,,Сталь,,,Без вставок,,,,,,,,,,,,,,,,720,2390,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,12.81.00.02.10.0004.3,SOKOLOV,Для мужчин,,Сталь,,,Без вставок,,,,,,,,,,,,,,,,840,2790,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,37714616,SOKOLOV,Для женщин,0.91 г,Красное золото,375.0,,Корунд,Груша,1 шт,Синий,0.184 карат,,,,Корунд,Круг,1 шт,Синий,0.087 карат,,,,6750,14990,119,,,,,4 мм * 3 мм,,Корунд,Маркиз,1 шт,Синий,0.084 карат,,,,,,,,"2, 5 мм",,,,,,4 мм * 2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,37715042,SOKOLOV,Для женщин,1.15 г,Красное золото,375.0,Родирование,Топаз,Сердце,1 шт,Голубой,0.529 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.086 карат,,,,8100,17990,119,,,,,5 мм * 5 мм,,,,,,,,,,,,,,"1, 75 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,71-00236,SOKOLOV,Для женщин,1.09 г,Красное золото,585.0,,Бриллиант (природный),Круг,5 шт,Бесцветный,0.019 карат,2.0,3.0,,Корунд,Груша,1 шт,Синий,0.184 карат,,,,10500,34990,119,1 мм,7 мм,3 мм,12 мм,4 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,714457,SOKOLOV,Для женщин,1.91 г,Красное золото,585.0,Родирование,Топаз,Груша,1 шт,Голубой,0.753 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,26100,57990,119,,,,,7 мм * 5 мм,,Фианит,Круг,4 шт,Бесцветный,0.066 карат,,,Фианит,Круг,19 шт,Бесцветный,0.162 карат,"1, 5 мм",,,,,,"1, 25 мм",1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,714678,SOKOLOV,Для женщин,1.58 г,Красное золото,585.0,,Топаз,Груша,1 шт,Голубой,0.23 карат,,,,Топаз,Груша,1 шт,Голубой,0.175 карат,,,,15750,34990,119,,,,,5 мм * 3 мм,,Топаз,Круг,1 шт,Голубой,0.084 карат,,,Лондон топаз,Маркиз,1 шт,Голубой,0.16 карат,4 мм * 3 мм,Лондон топаз,Маркиз,1 шт,Голубой,0.085 карат,"2, 5 мм","5 мм * 2, 5 мм",4 мм * 2 мм,Лондон топаз,Овал,1 шт,Голубой,0.195 карат,4 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,715735-2,SOKOLOV,Для женщин,2.02 г,Жёлтое золото,585.0,,Гранат,Груша,2 шт,Красный,0.506 карат,,,,Гранат,Круг,2 шт,Красный,0.096 карат,,,,19350,42990,119,,,,,5 мм * 3 мм,,Гранат,Круг,2 шт,Красный,0.174 карат,,,Гранат,Овал,2 шт,Красный,0.579 карат,2 мм,,,,,,"2, 5 мм",5 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,715804-3,SOKOLOV,Для женщин,2.13 г,Белое золото,585.0,Родирование,Топаз,Круг,2 шт,Голубой,1.179 карат,,,,Топаз,Круг,2 шт,Голубой,0.616 карат,,,,23850,52990,119,,,,,5 мм,,Топаз,Круг,2 шт,Голубой,0.419 карат,,,Топаз,Круг,2 шт,Голубой,0.271 карат,4 мм,,,,,,"3, 5 мм",3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,715821,SOKOLOV,Для женщин,1.58 г,Красное золото,585.0,,Родолит,Маркиз,1 шт,Розовый,0.284 карат,,,,Родолит,Маркиз,3 шт,Розовый,0.544 карат,,,,19350,42990,119,2 мм,12 мм,4 мм,13 мм,6 мм * 3 мм,,,,,,,,,,,,,,"5 мм * 2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,716447,SOKOLOV,Для женщин,3.35 г,Красное золото,585.0,,Топаз,Квадрат,1 шт,Голубой,5.744 карат,,,,,,,,,,,,33750,74990,119,,,,,10 мм * 10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,716884-2,SOKOLOV,Для женщин,1.74 г,Жёлтое золото,585.0,,Горный хрусталь,Овал,1 шт,Бесцветный,1.98 карат,,,,,,,,,,,,21600,47990,119,,,,,10 мм * 8 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8307,716938,SOKOLOV,Для женщин,1.78 г,Красное золото,585.0,,Горный хрусталь,Круг,1 шт,Бесцветный,0.768 карат,,,,,,,,,,,,21600,47990,119,2 мм,7 мм,5 мм,7 мм,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,781017-2,SOKOLOV,Для женщин,2.72 г,Жёлтое золото,585.0,,Финифть,Круг,1 шт,,3.55 карат,,,,,,,,,,,,21600,47990,120,,,,,11 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,791152,SOKOLOV,Для женщин,1.72 г,Красное золото,585.0,Родирование,Жемчуг натуральный,Круг,1 шт,Белый,1.446 карат,,,,Жемчуг натуральный,Круг,1 шт,Белый,0.191 карат,,,,19350,42990,120,2 мм,6 мм,6 мм,14 мм,6 мм,,Жемчуг натуральный,Круг,2 шт,Белый,0.146 карат,,,Фианит,Круг,1 шт,Бесцветный,0.029 карат,"3, 5 мм * 4 мм",Фианит,Круг,2 шт,Бесцветный,0.086 карат,"2 мм * 2, 5 мм","1, 5 мм","1, 75 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,81010354-2,SOKOLOV,Для женщин,1.59 г,Жёлтое золото,585.0,Родирование,Фианит,Круг,12 шт,Бесцветный,0.102 карат,,,,Фианит,Октагон,1 шт,Бесцветный,1.06 карат,,,,17100,37990,120,,,,,1 мм,,,,,,,,,,,,,,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
