,Артикул,Бренд,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Цветность,Чистота,Огранка,Тип вставки 2,Форма вставки 2,Количество 2,Цвет 2,Вес 2,Цветность 2,Чистота 2,Огранка 2,Цена со скидкой,Цена без скидки,Номер страницы,Ширина кольца,Ширина,Высота,Длина,Размеры вставки,Коллекция,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Цветность 3,Чистота 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 2,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 3,Размеры вставки 4,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Огранка 3,Цветность 4,Чистота 4,Огранка 4,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14
1641,019071,SOKOLOV,Для женщин,1.08 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.017 карат,,,,Фианит,Круг,16 шт,Бесцветный,0.136 карат,,,,17100,37990,24,1 мм,6 мм,1 мм,,"1, 25 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,019092,SOKOLOV,Для женщин,1.25 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,,,,,,,,,17100,37990,24,2 мм,5 мм,4 мм,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,019178,SOKOLOV,Для женщин,1.39 г,Красное золото,585,,Без вставок,,,,,,,,,,,,,,,,21600,47990,24,2 мм,5 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,019260,SOKOLOV,Для женщин,1.22 г,Красное золото,585,,Без вставок,,,,,,,,,,,,,,,,17100,37990,24,4 мм,4 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,1012350,SOKOLOV,Для женщин,0.68 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,4 шт,Бесцветный,0.015 карат,2,3,,,,,,,,,,14850,32990,24,1 мм,3 мм,2 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1012416-3,SOKOLOV,Для женщин,1.99 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,19 шт,Бесцветный,0.103 карат,2,3,,,,,,,,,,58500,129990,24,2 мм,10 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1012447-3,SOKOLOV,Для женщин,1.12 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.082 карат,3,6,А,,,,,,,,,49500,109990,24,1 мм,3 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,1012452-3,SOKOLOV,Для женщин,1.05 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.044 карат,3,6,,,,,,,,,,32850,72990,24,2 мм,3 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,1014009-13,SOKOLOV,Для женщин,1.58 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.081 карат,3,6,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.004 карат,2,3,,51750,114990,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,2011240,SOKOLOV,Для женщин,0.74 г,Красное золото,585,Родирование,Сапфир,Круг,3 шт,Синий,0.125 карат,2,2,А,Бриллиант (природный),Круг,10 шт,Бесцветный,0.028 карат,2,3,,23850,52990,24,1 мм,2 мм,2 мм,7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,2011260,SOKOLOV,Для женщин,2.4 г,Красное золото,585,Родирование,Сапфир,Овал,1 шт,Синий,0.577 карат,2,2,,Сапфир,Круг,12 шт,Синий,0.229 карат,2,2,,87750,194990,24,2 мм,4 мм,4 мм,6 мм,,,Бриллиант (природный),Круг,40 шт,Бесцветный,0.116 карат,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,4010603,SOKOLOV,Для женщин,2.21 г,Комбинированное золото,585,,Рубин,Маркиз,1 шт,Красный,0.149 карат,2,2,,Бриллиант (природный),Круг,10 шт,Бесцветный,0.029 карат,2,3,,54000,119990,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,6014302-3,SOKOLOV,Для женщин,1.99 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,16 шт,Бесцветный,0.059 карат,2,3,,Аквамарин,Овал,1 шт,Голубой,0.4 карат,,,,41850,92990,24,2 мм,8 мм,4 мм,7 мм,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,71-00024,SOKOLOV,Для женщин,1.43 г,Красное золото,585,,Бриллиант (природный),Круг,8 шт,Бесцветный,0.03 карат,2,3,,Топаз,Антик,1 шт,Голубой,0.686 карат,,,,20250,44990,24,1 мм,5 мм,4 мм,11 мм,5 мм * 5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,71-00029,SOKOLOV,Для женщин,1.24 г,Красное золото,585,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.022 карат,2,3,,Лондон топаз,Овал,1 шт,Голубой,0.494 карат,,,,20250,44990,24,1 мм,6 мм,3 мм,,6 мм * 4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,71-00059-3,SOKOLOV,Для женщин,1.31 г,Белое золото,585,,Бриллиант (природный),Круг,13 шт,Бесцветный,0.048 карат,2,3,,Лондон топаз,Груша,1 шт,Голубой,0.785 карат,,,,28350,62990,24,1 мм,9 мм,4 мм,7 мм,7 мм * 5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,714264,SOKOLOV,Для женщин,3.48 г,Красное золото,585,,Гранат,Груша,2 шт,Красный,0.384 карат,,,,Гранат,Груша,4 шт,Красный,1.012 карат,,,,36000,119990,24,,,,,4 мм * 3 мм,,Гранат,Круг,2 шт,Красный,0.096 карат,,,Гранат,Маркиз,6 шт,Красный,0.618 карат,5 мм * 3 мм,Гранат,Овал,1 шт,Красный,0.924 карат,2 мм,4 мм * 2 мм,7 мм * 5 мм,Гранат,Овал,4 шт,Красный,0.869 карат,4 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,714964,SOKOLOV,Для женщин,1.82 г,Красное золото,585,Родирование,Гранат,Овал,1 шт,Красный,1.434 карат,,,,Фианит,Круг,22 шт,Бесцветный,0.187 карат,,,,19500,64990,24,,,,,8 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,714968,SOKOLOV,Для женщин,2.3 г,Красное золото,585,Родирование,Лондон топаз,Овал,1 шт,Голубой,3.064 карат,,,,Фианит,Круг,26 шт,Бесцветный,0.221 карат,,,,35100,77990,24,,,,,10 мм * 8 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,716136,SOKOLOV,Для женщин,1.67 г,Белое золото,585,Родирование,Топаз,Октагон,1 шт,Голубой,1.822 карат,,,,,,,,,,,,23850,52990,24,1 мм,8 мм,5 мм,7 мм,8 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,716214,SOKOLOV,Для женщин,1.6 г,Красное золото,585,Родирование,Гранат,Маркиз,2 шт,Красный,0.206 карат,,,,Гранат,Овал,1 шт,Красный,1.434 карат,,,,19350,42990,24,2 мм,8 мм,4 мм,12 мм,4 мм * 2 мм,,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,,,,,8 мм * 6 мм,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,716490,SOKOLOV,Для женщин,3.14 г,Красное золото,585,,Аметист,Круг,1 шт,Сиреневый,6.018 карат,,,,,,,,,,,,40500,89990,24,1 мм,13 мм,9 мм,13 мм,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,716514,SOKOLOV,Для женщин,3.08 г,Красное золото,585,,Аметист,Круг,1 шт,Зелёный,5.409 карат,,,,,,,,,,,,40500,89990,24,1 мм,13 мм,9 мм,13 мм,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,716540,SOKOLOV,Для женщин,2.07 г,Красное золото,585,,Лондон топаз,Маркиз,1 шт,Голубой,1.956 карат,,,,,,,,,,,,28350,62990,24,2 мм,14 мм,5 мм,15 мм,12 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,716719,SOKOLOV,Для женщин,1.99 г,Красное золото,585,Родирование,Лондон топаз,Круг,1 шт,Голубой,1.528 карат,,,,Фианит,Круг,12 шт,Бесцветный,0.516 карат,,,,24900,82990,24,1 мм,10 мм,5 мм,10 мм,7 мм,,,,,,,,,,,,,,"1, 75 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,716737,SOKOLOV,Для женщин,1.96 г,Красное золото,585,Родирование,Гранат,Груша,1 шт,Красный,1.23 карат,,,,Фианит,Круг,24 шт,Бесцветный,0.204 карат,,,,26100,57990,24,1 мм,10 мм,5 мм,12 мм,8 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,716908,SOKOLOV,Для женщин,1.37 г,Красное золото,585,Родирование,Топаз,Триллион,1 шт,Голубой,0.818 карат,,,,Фианит,Круг,10 шт,Бесцветный,0.085 карат,,,,23850,52990,24,1 мм,6 мм,4 мм,6 мм,6 мм * 6 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,791139,SOKOLOV,Для женщин,1.81 г,Красное золото,585,Родирование,Жемчуг натуральный,Круг,1 шт,Чёрный,2.086 карат,,,,Фианит,Круг,1 шт,Бесцветный,0.029 карат,,,,26100,57990,24,,,,,"7 мм * 7, 5 мм",,Фианит,Круг,1 шт,Бесцветный,0.043 карат,,,Фианит,Круг,1 шт,Бесцветный,0.122 карат,"1, 5 мм",Фианит,Круг,2 шт,Чёрный,0.066 карат,"1, 75 мм","2, 5 мм",2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,791182,SOKOLOV,Для женщин,2.43 г,Красное золото,585,,Жемчуг натуральный,Круг,1 шт,Белый,4.6 карат,,,,,,,,,,,,28350,62990,24,2 мм,9 мм,8 мм,9 мм,9 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,82010010,SOKOLOV,Для женщин,1.1 г,Родированное серебро,925,Родирование,Гидротермальный изумруд (синт.),Круг,1 шт,Зелёный,0.68 карат,,,,,,,,,,,,2970,6590,24,,,,,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,83010105,SOKOLOV,Для женщин,2.25 г,Родированное серебро,925,Родирование,Агат,Круг,1 шт,Голубой,5.266 карат,,,,,,,,,,,,4950,10990,24,2 мм,13 мм,4 мм,13 мм,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,84010035,SOKOLOV,Для женщин,2.19 г,Родированное серебро,925,,Корунд,Овал,6 шт,Красный,1.38 карат,,,,Фианит,Круг,1 шт,Бесцветный,0.088 карат,,,,2040,6790,24,1 мм,,,,5 мм * 3 мм,,Фианит,Круг,6 шт,Бесцветный,0.393 карат,,,,,,,,"2, 25 мм",,,,,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,87010043,SOKOLOV,Для женщин,2.21 г,Родированное серебро,925,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.004 карат,2,3,,,,,,,,,,2700,5990,24,4 мм,4 мм,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,87010092,SOKOLOV,Для женщин,2.83 г,Родированное серебро,925,"Золочение,  Родирование",Бриллиант (природный),Круг,1 шт,Бесцветный,0.013 карат,3,6,,,,,,,,,,2100,6990,24,3 мм,3 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,88010017,SOKOLOV,Для женщин,3.53 г,Родированное серебро,925,,Корунд,Груша,1 шт,Синий,3.575 карат,,,,Фианит,Круг,8 шт,Бесцветный,0.132 карат,,,,4950,10990,24,,,,,12 мм * 8 мм,,Фианит,Круг,8 шт,Бесцветный,0.524 карат,,,,,,,,"1, 25 мм",,,,,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,92011722,SOKOLOV,Для женщин,2.74 г,Родированное серебро,925,"Золочение,  Родирование",Раухтопаз,Круг,1 шт,Коричневый,3.335 карат,,,,,,,,,,,,1440,4790,25,,,,,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,92012124,SOKOLOV,Для женщин,2.09 г,Родированное серебро,925,,Хризолит,Круг,5 шт,Зелёный,0.636 карат,,,,,,,,,,,,2700,5990,25,6 мм,6 мм,3 мм,15 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,92012128,SOKOLOV,Для женщин,2.29 г,Родированное серебро,925,,Аметист,Круг,3 шт,Сиреневый,0.662 карат,,,,,,,,,,,,2790,6190,25,6 мм,6 мм,3 мм,20 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,93010531,SOKOLOV,Для женщин,1.05 г,Золочёное серебро,925,Золочение,Фианит,Круг,1 шт,Бесцветный,0.201 карат,,,,,,,,,,,,1350,2990,25,,,,,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,93011071,SOKOLOV,Для женщин,1.26 г,Золочёное серебро,925,Золочение,Фианит,Круг,1 шт,Бесцветный,0.618 карат,,,,,,,,,,,,1260,2790,25,,,,,"4, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,93011084,SOKOLOV,Для женщин,0.94 г,Золочёное серебро,925,Золочение,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,1170,2590,25,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,94012160,SOKOLOV,Для женщин,2.13 г,Родированное серебро,925,Родирование,Фианит,Круг,1 шт,Бесцветный,0.122 карат,,,,,,,,,,,,1380,4590,25,,,,,"2, 5 мм",SKLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,94012351,SOKOLOV,Для женщин,1.65 г,Родированное серебро,925,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,Фианит,Круг,20 шт,Бесцветный,0.17 карат,,,,2070,4590,25,,,,,4 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,94012708,SOKOLOV,Для женщин,1.03 г,Родированное серебро,925,Родирование,Фианит,Круг,9 шт,Бесцветный,0.149 карат,,,,,,,,,,,,1440,3190,25,2 мм,6 мм,2 мм,7 мм,"1, 25 мм",SKLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,94012829,SOKOLOV,Для женщин,1.72 г,Родированное серебро,925,,Фианит,Круг,1 шт,Бесцветный,1.455 карат,,,,,,,,,,,,1080,3590,25,2 мм,6 мм,4 мм,18 мм,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,94013048,SOKOLOV,Для женщин,2.02 г,Родированное серебро,925,Родирование,Фианит,Квадрат,1 шт,Бесцветный,0.572 карат,,,,Фианит,Круг,16 шт,Бесцветный,0.456 карат,,,,2070,4590,25,2 мм,16 мм,3 мм,16 мм,4 мм * 4 мм,SKLV,,,,,,,,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,94013603,SOKOLOV,Для женщин,4.09 г,Родированное серебро,925,Родирование,Эмаль,,1 шт,,0.48 карат,,,,,,,,,,,,2850,9490,25,15 мм,15 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,94013734,SOKOLOV,Для женщин,5.17 г,Родированное серебро,925,,Фианит,Круг,201 шт,Бесцветный,1.709 карат,,,,,,,,,,,,6070,13490,25,4 мм,16 мм,4 мм,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,94013857,SOKOLOV,Для женщин,4.62 г,Родированное серебро,925,,Фианит,Круг,16 шт,Зелёный,0.144 карат,,,,,,,,,,,,4500,9990,25,3 мм,,4 мм,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,95010205,SOKOLOV,Для мужчин,6.62 г,Чернёное серебро,925,,Без вставок,,,,,,,,,,,,,,,,5850,12990,25,4 мм,15 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,018877,SOKOLOV,Для женщин,1.62 г,Красное золото,585,Родирование,Фианит,Круг,42 шт,Бесцветный,0.42 карат,,,,,,,,,,,,27000,59990,25,2 мм,3 мм,1 мм,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,019025,SOKOLOV,Для женщин,1.36 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,19350,42990,25,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,019048,SOKOLOV,Для женщин,1.49 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,,,,,,,,,21600,47990,25,2 мм,6 мм,4 мм,6 мм,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,019280,SOKOLOV,Для женщин,1.88 г,Красное золото,585,,Без вставок,,,,,,,,,,,,,,,,24750,54990,25,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,019281,SOKOLOV,Для женщин,2.11 г,Красное золото,585,,Без вставок,,,,,,,,,,,,,,,,24750,54990,25,2 мм,5 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,019329,SOKOLOV,Для женщин,2.63 г,Красное золото,585,,Без вставок,,,,,,,,,,,,,,,,36000,79990,25,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,1012316,SOKOLOV,Для женщин,2.61 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.192 карат,3,6,,,,,,,,,,119250,264990,25,2 мм,4 мм,3 мм,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,1012453-3,SOKOLOV,Для женщин,1.29 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.137 карат,3,6,,,,,,,,,,69750,154990,25,2 мм,3 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,1012481-3,SOKOLOV,Для женщин,1.13 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.116 карат,3,6,,,,,,,,,,56250,124990,25,2 мм,3 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,1012503-3,SOKOLOV,Для женщин,1.25 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,32 шт,Бесцветный,0.237 карат,3,6,,,,,,,,,,65250,144990,25,2 мм,2 мм,2 мм,,,PREMIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,1012515,SOKOLOV,Для женщин,1.69 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.045 карат,3,6,А,,,,,,,,,56250,124990,25,2 мм,6 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,1012615-3,SOKOLOV,Для женщин,2.55 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,34 шт,Бесцветный,0.125 карат,2,3,,Бриллиант (природный),Круг,9 шт,Бесцветный,0.105 карат,3,6,,87750,194990,25,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,1012627-3,SOKOLOV,Для женщин,1.5 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,12 шт,Бесцветный,0.046 карат,2,3,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.034 карат,2,3,,38250,84990,25,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,1114343-01,SOKOLOV,Для женщин,2.45 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.028 карат,3,6,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.007 карат,2,3,,45000,99990,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
